22.2033786056064,-100.998516082764,
22.2013919366174,-101.005811691284,
22.190107123462,-101.001176834106,
22.1864512853202,-101.002550125122,
22.1796162023151,-100.995125770569,
22.1702770341051,-101.001906394958,
22.1579165854622,-101.000146865845,
22.1576383635085,-101.00182056427,
22.1554125680726,-101.001777648926,
22.1507621318444,-101.015167236328,
22.148734970526,-101.01508140564,
22.1479399973335,-101.014223098755,
22.1414607984238,-101.013793945313,
22.1285015062358,-100.975642204285,
22.1343452610506,-100.958433151245,
22.1142290047425,-100.938649177551,
22.1131555269824,-100.939936637878,
